smiles,vina_score
Cc1cc2cc3c1N1Cc4ccc(F)cc4NC4(C2)NCCOC4=CC=NC31,-4.184
Cc1ccc(C=C(F)c2ccccc2Nc2ccc(F)cc2)cn1,-10.16
COC(=O)C=NC=CCCOc1ccc(F)cc1F,-7.384
N=CC(=O)OCC=Cc1ccccc1F,-7.582
O=C1Nc2ccccc2CC=Nc2ccccc2CC=CC=CNc2ccccc21,-7.69
C=NC1=CN=CC=C(C=C2CC(=CC=CCC)N=CN=CN2)c2ccc(F)cc21,-5.704
CC(C=O)=NCC1(NC(=O)Nc2ccc(F)cc2F)C=C[CH]C1,-8.692
Fc1ccc(OC2C=CC=C=CC(c3ccccc3)=NC2)c(Cl)c1,-6.967
CC(O)CNCCCNC1=CC=Cc2cc(Cl)ccc2OCC=COC1,-5.986
O=CC(=O)C(=O)CC=CNC(=O)Nc1ccccc1Cl,-7.899
Cc1ccccc1-c1ccccc1,-7.948
CCCC1C2OCC(CF)C=CC12c1c(F)cccc1Cl,-6.321
CC1=CC=CC2CNc3ccccc3C(=O)C=CC=CC=C12,-6.993
O=C(Cl)c1ccc(F)cc1,-6.46
C=CCn1nccc1C=CCC(=O)OCCc1ccccc1,-8.044
CNC(=O)C=CC=C1C(Nc2ccccc2C)=NC=COC1[O-],-8.212
Cc1ccccc1NCC=CC=COCC(=O)NC1=CC=CC1,-8.686
Cc1ccc(F)cc1Cl,-5.976
Cc1ccccc1NC1=C(c2cccc(O)c2)CC=CC=CCN1,-7.985
O=CC[SH]1C=CC(F)=CC1=CNC(=O)Cc1ccccn1,-7.974
O=C1CC=CC=COC=C(O)c2ccccc2COC1,-5.645
C[C](C=CNC(C)=O)CC(=O)Cc1cccc(Cl)c1CC=CC=Cc1ccccc1,-9.777
O=Cc1cc(F)ccc1SC1=CC=CC=COC1,-6.26
CC=CC=NC(=O)OCc1ccc(F)cc1C=Cc1ccccc1,-9.128
COc1ccccc1,-5.428
NC=CC(=O)NC=CC(Cl)c1ccccc1,-7.639
CC=CC1=C(C(N)=O)CC1C=Cc1ccc(F)cc1F,-9.08
CC(=O)C=CN(C=C1C=CCc2cccnc2NCN=C1)c1ccccc1,-7.398
CC1CC=CN=CCC=NC(Nc2ccc(F)cc2F)NC1,-6.888
CC(C=CF)=C(N)SCC=CC(=O)C=Cc1ccccc1,-8.614
CCNC(=O)CN=CC=CC(F)(F)F,-6.632
CCCC=CC(Cl)NC(=O)c1ccc(F)cc1Nc1ccc(F)cc1,-8.825
Cc1ccc(Cl)cc1F,-5.714
COC=Cc1cccc(C=O)c1,-6.219
CN[C@H](O)C=CC=C(NC(=O)Nc1ccc(F)cc1F)c1cnccc1C,-9.6
CC=CC=CN=C(C(C)=O)c1ccccc1Cl,-7.662
C=CC1C=Cc2ccccc2NC(=CC)C=CC(=O)c2ccccc2S(=O)(=O)NC(=O)N1,-7.467
CNC(=O)c1c(F)cccc1F,-6.375
O=C(O)C=CC=CNC(=O)NC=CCOc1ccc(F)cc1F,-8.573
O=C(F)c1ccc(F)cc1,-6.331
CP(C)(=O)C1=CC(=O)N=CC1=CC1=Cc2ccc(F)cc21,-9.725
CC=CC=COC=CCc1ccc(F)cc1F,-8.113
O=Cc1ccc(Cl)cc1F,-5.614
Cc1ccccc1C=NC=C[C@H](O)CCNC(=O)N=CC=O,-7.802
Cc1cc(F)ccc1-n1nc(CC(C)C)cc1NC(=O)c1ccc(C)c2ccccc12,-10.92
CN(C(=O)NC1=CC=CON=CCCC2CCOC2CO1)c1ccccc1,-7.175
C=C(C=CC=CC=CO)c1cnc(O)c2c1cnn2C=CC=CCC(C)=O,-8.735
O=C(CNC1=COCNc2cc(F)ccc2C(=O)N1)OCF,-8.682
CCNC(=O)c1ccc(F)cc1C=CN(CSC(N)Nc1ccc(F)cc1C)C(C)(C)C,-9.561
